id,keywordsSequenceFR-NEW,keywordsSequenceNL,kuuSequence,sequenceLevel,idL1,keywordsFrL1,keywordsNlL1,idL2,keywordsFrL2,keywordsNlL2,idL3,keywordsFrL3,keywordsNlL3,idL4,keywordsFrL4,keywordsNlL4,idL5,keywordsFrL5,keywordsNlL5
KUD3-2-8-8,"DROIT PENAL - DÉLITS ET LEURS PEINES - Crimes et délits contre l'ordre public par particuliers - Loterie, jeux et paris","STRAFRECHT - MISDRIJVEN EN HUN STRAFFEN - Misdrijven tegen openbare orde door privé-personen - Loterij, spelen en weddenschappen",[KUU3]-[KUU3-2]-[KUU3-2-8]-[KUU3-2-8-8],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-2,DÉLITS ET LEURS PEINES,MISDRIJVEN EN HUN STRAFFEN,KUU3-2-8,Crimes et délits contre l'ordre public par particuliers,Misdrijven tegen openbare orde door privé-personen,KUU3-2-8-8,"Loterie, jeux et paris","Loterij, spelen en weddenschappen",,,
KUD3-2-8-8-1,"DROIT PENAL - DÉLITS ET LEURS PEINES - Crimes et délits contre l'ordre public par particuliers - Loterie, jeux et paris - Loterie","STRAFRECHT - MISDRIJVEN EN HUN STRAFFEN - Misdrijven tegen openbare orde door privé-personen - Loterij, spelen en weddenschappen - Loterij",[KUU3]-[KUU3-2]-[KUU3-2-8]-[KUU3-2-8-8]-[KUU3-2-8-8-1],L5,KUU3,DROIT PENAL,STRAFRECHT,KUU3-2,DÉLITS ET LEURS PEINES,MISDRIJVEN EN HUN STRAFFEN,KUU3-2-8,Crimes et délits contre l'ordre public par particuliers,Misdrijven tegen openbare orde door privé-personen,KUU3-2-8-8,"Loterie, jeux et paris","Loterij, spelen en weddenschappen",KUU3-2-8-8-1,Loterie,Loterij
KUD3-2-8-8-2,"DROIT PENAL - DÉLITS ET LEURS PEINES - Crimes et délits contre l'ordre public par particuliers - Loterie, jeux et paris - Jeux et paris","STRAFRECHT - MISDRIJVEN EN HUN STRAFFEN - Misdrijven tegen openbare orde door privé-personen - Loterij, spelen en weddenschappen - Spelen en weddenschappen",[KUU3]-[KUU3-2]-[KUU3-2-8]-[KUU3-2-8-8]-[KUU3-2-8-8-2],L5,KUU3,DROIT PENAL,STRAFRECHT,KUU3-2,DÉLITS ET LEURS PEINES,MISDRIJVEN EN HUN STRAFFEN,KUU3-2-8,Crimes et délits contre l'ordre public par particuliers,Misdrijven tegen openbare orde door privé-personen,KUU3-2-8-8,"Loterie, jeux et paris","Loterij, spelen en weddenschappen",KUU3-2-8-8-2,Jeux et paris,Spelen en weddenschappen
KUD3-2-9,DROIT PENAL - DÉLITS ET LEURS PEINES - Crimes et délits contre la sécurité publique,STRAFRECHT - MISDRIJVEN EN HUN STRAFFEN - Misdrijven tegen openbare veiligheid,[KUU3]-[KUU3-2]-[KUU3-2-9],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-2,DÉLITS ET LEURS PEINES,MISDRIJVEN EN HUN STRAFFEN,KUU3-2-9,Crimes et délits contre la sécurité publique,Misdrijven tegen openbare veiligheid,,,,,,
KUD3-2-9-2,DROIT PENAL - DÉLITS ET LEURS PEINES - Crimes et délits contre la sécurité publique - Association de malfaiteurs,STRAFRECHT - MISDRIJVEN EN HUN STRAFFEN - Misdrijven tegen openbare veiligheid - Bendevorming,[KUU3]-[KUU3-2]-[KUU3-2-9]-[KUU3-2-9-2],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-2,DÉLITS ET LEURS PEINES,MISDRIJVEN EN HUN STRAFFEN,KUU3-2-9,Crimes et délits contre la sécurité publique,Misdrijven tegen openbare veiligheid,KUU3-2-9-2,Association de malfaiteurs,Bendevorming,,,
KUD3-2-9-3,DROIT PENAL - DÉLITS ET LEURS PEINES - Crimes et délits contre la sécurité publique - Attentat ou menace,STRAFRECHT - MISDRIJVEN EN HUN STRAFFEN - Misdrijven tegen openbare veiligheid - Aanslag of bedreiging,[KUU3]-[KUU3-2]-[KUU3-2-9]-[KUU3-2-9-3],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-2,DÉLITS ET LEURS PEINES,MISDRIJVEN EN HUN STRAFFEN,KUU3-2-9,Crimes et délits contre la sécurité publique,Misdrijven tegen openbare veiligheid,KUU3-2-9-3,Attentat ou menace,Aanslag of bedreiging,,,
KUD3-2-9-5,DROIT PENAL - DÉLITS ET LEURS PEINES - Crimes et délits contre la sécurité publique - Évasion de détenus,STRAFRECHT - MISDRIJVEN EN HUN STRAFFEN - Misdrijven tegen openbare veiligheid - Ontvluchting gevangenen,[KUU3]-[KUU3-2]-[KUU3-2-9]-[KUU3-2-9-5],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-2,DÉLITS ET LEURS PEINES,MISDRIJVEN EN HUN STRAFFEN,KUU3-2-9,Crimes et délits contre la sécurité publique,Misdrijven tegen openbare veiligheid,KUU3-2-9-5,Évasion de détenus,Ontvluchting gevangenen,,,
KUD3-20,DROIT PENAL - POLICE,STRAFRECHT - POLITIE,[KUU3]-[KUU3-20],L2,KUU3,DROIT PENAL,STRAFRECHT,KUU3-20,POLICE,POLITIE,,,,,,,,,
KUD3-20-1,DROIT PENAL - POLICE - Généralités (police),STRAFRECHT - POLITIE - Algemeen (politie),[KUU3]-[KUU3-20]-[KUU3-20-1],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-20,POLICE,POLITIE,KUU3-20-1,Généralités (police),Algemeen (politie),,,,,,
KUD3-20-2,DROIT PENAL - POLICE - Services de sécurité et d'information,STRAFRECHT - POLITIE - Inlichtingen- en veiligheidsdiensten,[KUU3]-[KUU3-20]-[KUU3-20-2],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-20,POLICE,POLITIE,KUU3-20-2,Services de sécurité et d'information,Inlichtingen- en veiligheidsdiensten,,,,,,
KUD3-20-3,DROIT PENAL - POLICE - Services de police intégrés,STRAFRECHT - POLITIE - Geïntegreerde politiediensten,[KUU3]-[KUU3-20]-[KUU3-20-3],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-20,POLICE,POLITIE,KUU3-20-3,Services de police intégrés,Geïntegreerde politiediensten,,,,,,
KUD3-20-3-2,DROIT PENAL - POLICE - Services de police intégrés - Police locale,STRAFRECHT - POLITIE - Geïntegreerde politiediensten - Lokale politie,[KUU3]-[KUU3-20]-[KUU3-20-3]-[KUU3-20-3-2],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-20,POLICE,POLITIE,KUU3-20-3,Services de police intégrés,Geïntegreerde politiediensten,KUU3-20-3-2,Police locale,Lokale politie,,,
KUD3-20-3-3,DROIT PENAL - POLICE - Services de police intégrés - Police fédérale,STRAFRECHT - POLITIE - Geïntegreerde politiediensten - Federale politie,[KUU3]-[KUU3-20]-[KUU3-20-3]-[KUU3-20-3-3],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-20,POLICE,POLITIE,KUU3-20-3,Services de police intégrés,Geïntegreerde politiediensten,KUU3-20-3-3,Police fédérale,Federale politie,,,
KUD3-20-3-4,DROIT PENAL - POLICE - Services de police intégrés - Police de la jeunesse,STRAFRECHT - POLITIE - Geïntegreerde politiediensten - Jeugdpolitie,[KUU3]-[KUU3-20]-[KUU3-20-3]-[KUU3-20-3-4],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-20,POLICE,POLITIE,KUU3-20-3,Services de police intégrés,Geïntegreerde politiediensten,KUU3-20-3-4,Police de la jeunesse,Jeugdpolitie,,,
KUD3-20-4,DROIT PENAL - POLICE - Fonction de la police,STRAFRECHT - POLITIE - Politieambt,[KUU3]-[KUU3-20]-[KUU3-20-4],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-20,POLICE,POLITIE,KUU3-20-4,Fonction de la police,Politieambt,,,,,,
KUD3-20-4-1,DROIT PENAL - POLICE - Fonction de la police - Généralités,STRAFRECHT - POLITIE - Politieambt - Algemeen,[KUU3]-[KUU3-20]-[KUU3-20-4]-[KUU3-20-4-1],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-20,POLICE,POLITIE,KUU3-20-4,Fonction de la police,Politieambt,KUU3-20-4-1,Généralités,Algemeen,,,
KUD3-20-4-5,DROIT PENAL - POLICE - Fonction de la police - Attributions,STRAFRECHT - POLITIE - Politieambt - Opdrachten,[KUU3]-[KUU3-20]-[KUU3-20-4]-[KUU3-20-4-5],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-20,POLICE,POLITIE,KUU3-20-4,Fonction de la police,Politieambt,KUU3-20-4-5,Attributions,Opdrachten,,,
KUD3-20-6,DROIT PENAL - POLICE - Fonctionnaires avec compétence de police,STRAFRECHT - POLITIE - Ambtenaren met politiebevoegdheid,[KUU3]-[KUU3-20]-[KUU3-20-6],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-20,POLICE,POLITIE,KUU3-20-6,Fonctionnaires avec compétence de police,Ambtenaren met politiebevoegdheid,,,,,,
KUD3-21,DROIT PENAL - SÉCURITÉ PRIVÉE,STRAFRECHT - PRIVATE VEILIGHEID,[KUU3]-[KUU3-21],L2,KUU3,DROIT PENAL,STRAFRECHT,KUU3-21,SÉCURITÉ PRIVÉE,PRIVATE VEILIGHEID,,,,,,,,,
KUD3-21-1,DROIT PENAL - SÉCURITÉ PRIVÉE - Généralités (sécurité privée),STRAFRECHT - PRIVATE VEILIGHEID - Algemeen (private veiligheid),[KUU3]-[KUU3-21]-[KUU3-21-1],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-21,SÉCURITÉ PRIVÉE,PRIVATE VEILIGHEID,KUU3-21-1,Généralités (sécurité privée),Algemeen (private veiligheid),,,,,,
KUD3-21-2,DROIT PENAL - SÉCURITÉ PRIVÉE - Entreprises de gardiennage et de sécurité,STRAFRECHT - PRIVATE VEILIGHEID - Bewakings- en beveiligingsondernemingen,[KUU3]-[KUU3-21]-[KUU3-21-2],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-21,SÉCURITÉ PRIVÉE,PRIVATE VEILIGHEID,KUU3-21-2,Entreprises de gardiennage et de sécurité,Bewakings- en beveiligingsondernemingen,,,,,,
KUD3-21-4,DROIT PENAL - SÉCURITÉ PRIVÉE - Autres (sécurité privée),STRAFRECHT - PRIVATE VEILIGHEID - Andere (private veiligheid),[KUU3]-[KUU3-21]-[KUU3-21-4],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-21,SÉCURITÉ PRIVÉE,PRIVATE VEILIGHEID,KUU3-21-4,Autres (sécurité privée),Andere (private veiligheid),,,,,,
KUD3-22,DROIT PENAL - DROIT PÉNAL EUROPÉEN,STRAFRECHT - EUROPEES STRAFRECHT,[KUU3]-[KUU3-22],L2,KUU3,DROIT PENAL,STRAFRECHT,KUU3-22,DROIT PÉNAL EUROPÉEN,EUROPEES STRAFRECHT,,,,,,,,,
KUD3-22-1,DROIT PENAL - DROIT PÉNAL EUROPÉEN - Généralités (droit pénal européen),STRAFRECHT - EUROPEES STRAFRECHT - Algemeen (Europees strafrecht),[KUU3]-[KUU3-22]-[KUU3-22-1],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-22,DROIT PÉNAL EUROPÉEN,EUROPEES STRAFRECHT,KUU3-22-1,Généralités (droit pénal européen),Algemeen (Europees strafrecht),,,,,,
KUD3-22-2,DROIT PENAL - DROIT PÉNAL EUROPÉEN - Schengen,STRAFRECHT - EUROPEES STRAFRECHT - Schengen,[KUU3]-[KUU3-22]-[KUU3-22-2],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-22,DROIT PÉNAL EUROPÉEN,EUROPEES STRAFRECHT,KUU3-22-2,Schengen,Schengen,,,,,,
KUD3-23,DROIT PENAL - DROIT PÉNAL INTERNATIONAL,STRAFRECHT - INTERNATIONAAL STRAFRECHT,[KUU3]-[KUU3-23],L2,KUU3,DROIT PENAL,STRAFRECHT,KUU3-23,DROIT PÉNAL INTERNATIONAL,INTERNATIONAAL STRAFRECHT,,,,,,,,,
KUD3-23-2,DROIT PENAL - DROIT PÉNAL INTERNATIONAL - Cour pénale internationale,STRAFRECHT - INTERNATIONAAL STRAFRECHT - Internationaal Strafhof,[KUU3]-[KUU3-23]-[KUU3-23-2],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-23,DROIT PÉNAL INTERNATIONAL,INTERNATIONAAL STRAFRECHT,KUU3-23-2,Cour pénale internationale,Internationaal Strafhof,,,,,,
KUD3-23-3,DROIT PENAL - DROIT PÉNAL INTERNATIONAL - Entraide judiciaire internationale,STRAFRECHT - INTERNATIONAAL STRAFRECHT - Internationale rechtshulp,[KUU3]-[KUU3-23]-[KUU3-23-3],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-23,DROIT PÉNAL INTERNATIONAL,INTERNATIONAAL STRAFRECHT,KUU3-23-3,Entraide judiciaire internationale,Internationale rechtshulp,,,,,,
KUD3-23-3-3,DROIT PENAL - DROIT PÉNAL INTERNATIONAL - Entraide judiciaire internationale - Convention européenne Strasbourg 20 avril 1959 - Entraide judiciaire en matière pénale,STRAFRECHT - INTERNATIONAAL STRAFRECHT - Internationale rechtshulp - Europees Verdrag Straatsburg 20 april 1959 - Rechtshulp in strafzaken,[KUU3]-[KUU3-23]-[KUU3-23-3]-[KUU3-23-3-3],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-23,DROIT PÉNAL INTERNATIONAL,INTERNATIONAAL STRAFRECHT,KUU3-23-3,Entraide judiciaire internationale,Internationale rechtshulp,KUU3-23-3-3,Convention européenne Strasbourg 20 avril 1959 - Entraide judiciaire en matière pénale,Europees Verdrag Straatsburg 20 april 1959 - Rechtshulp in strafzaken,,,
KUD3-24,DROIT PENAL - TARIF EN MATIÈRE CRIMINELLE,STRAFRECHT - TARIEF STRAFZAKEN,[KUU3]-[KUU3-24],L2,KUU3,DROIT PENAL,STRAFRECHT,KUU3-24,TARIF EN MATIÈRE CRIMINELLE,TARIEF STRAFZAKEN,,,,,,,,,
KUD3-24-5,DROIT PENAL - TARIF EN MATIÈRE CRIMINELLE - Frais de justice,STRAFRECHT - TARIEF STRAFZAKEN - Gerechtskosten,[KUU3]-[KUU3-24]-[KUU3-24-5],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-24,TARIF EN MATIÈRE CRIMINELLE,TARIEF STRAFZAKEN,KUU3-24-5,Frais de justice,Gerechtskosten,,,,,,
KUD3-24-8,DROIT PENAL - TARIF EN MATIÈRE CRIMINELLE - Autres (tarif en matière criminelle),STRAFRECHT - TARIEF STRAFZAKEN - Andere (tarief in strafzaken),[KUU3]-[KUU3-24]-[KUU3-24-8],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-24,TARIF EN MATIÈRE CRIMINELLE,TARIEF STRAFZAKEN,KUU3-24-8,Autres (tarif en matière criminelle),Andere (tarief in strafzaken),,,,,,
KUD3-3,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr.,STRAFRECHT - VOORAFGAANDE TITEL Sv.,[KUU3]-[KUU3-3],L2,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,,,,,,,,,
KUD3-3-1,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Généralités (titre préliminaire C.I. cr.),STRAFRECHT - VOORAFGAANDE TITEL Sv. - Algemeen (voorafgaande titel Sv.),[KUU3]-[KUU3-3]-[KUU3-3-1],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-1,Généralités (titre préliminaire C.I. cr.),Algemeen (voorafgaande titel Sv.),,,,,,
KUD3-3-10,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Autres (titre préliminaire C.I. cr.),STRAFRECHT - VOORAFGAANDE TITEL Sv. - Andere (voorbereidende titel Sv.),[KUU3]-[KUU3-3]-[KUU3-3-10],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-10,Autres (titre préliminaire C.I. cr.),Andere (voorbereidende titel Sv.),,,,,,
KUD3-3-2,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Immunité,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Immuniteit,[KUU3]-[KUU3-3]-[KUU3-3-2],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-2,Immunité,Immuniteit,,,,,,
KUD3-3-3,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Délit à plainte,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Klachtmisdrijf,[KUU3]-[KUU3-3]-[KUU3-3-3],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-3,Délit à plainte,Klachtmisdrijf,,,,,,
KUD3-3-4,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Mandataire ad hoc,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Lasthebber ad hoc,[KUU3]-[KUU3-3]-[KUU3-3-4],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-4,Mandataire ad hoc,Lasthebber ad hoc,,,,,,
KUD3-3-5,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Victimes et personnes lésées,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Slachtoffers en benadeelden,[KUU3]-[KUU3-3]-[KUU3-3-5],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-5,Victimes et personnes lésées,Slachtoffers en benadeelden,,,,,,
KUD3-3-5-1,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Victimes et personnes lésées - Généralités,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Slachtoffers en benadeelden - Algemeen,[KUU3]-[KUU3-3]-[KUU3-3-5]-[KUU3-3-5-1],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-5,Victimes et personnes lésées,Slachtoffers en benadeelden,KUU3-3-5-1,Généralités,Algemeen,,,
KUD3-3-5-4,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Victimes et personnes lésées - Action civile,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Slachtoffers en benadeelden - Burgerlijke vordering,[KUU3]-[KUU3-3]-[KUU3-3-5]-[KUU3-3-5-4],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-5,Victimes et personnes lésées,Slachtoffers en benadeelden,KUU3-3-5-4,Action civile,Burgerlijke vordering,,,
KUD3-3-6,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Extraterritorialité,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Extraterritorialiteit,[KUU3]-[KUU3-3]-[KUU3-3-6],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-6,Extraterritorialité,Extraterritorialiteit,,,,,,
KUD3-3-7,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Questions préjudicielles (affaires pénales - national),STRAFRECHT - VOORAFGAANDE TITEL Sv. - Prejudiciële geschillen (strafzaken nationaal),[KUU3]-[KUU3-3]-[KUU3-3-7],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-7,Questions préjudicielles (affaires pénales - national),Prejudiciële geschillen (strafzaken nationaal),,,,,,
KUD3-3-8,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Extinction de l'action publique,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Verval van de strafvordering,[KUU3]-[KUU3-3]-[KUU3-3-8],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-8,Extinction de l'action publique,Verval van de strafvordering,,,,,,
KUD3-3-8-1,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Extinction de l'action publique - Généralités,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Verval van de strafvordering - Algemeen,[KUU3]-[KUU3-3]-[KUU3-3-8]-[KUU3-3-8-1],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-8,Extinction de l'action publique,Verval van de strafvordering,KUU3-3-8-1,Généralités,Algemeen,,,
KUD3-3-8-2,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Extinction de l'action publique - Décès,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Verval van de strafvordering - Overlijden,[KUU3]-[KUU3-3]-[KUU3-3-8]-[KUU3-3-8-2],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-8,Extinction de l'action publique,Verval van de strafvordering,KUU3-3-8-2,Décès,Overlijden,,,
KUD3-3-8-3,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Extinction de l'action publique - Prescription,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Verval van de strafvordering - Verjaring,[KUU3]-[KUU3-3]-[KUU3-3-8]-[KUU3-3-8-3],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-8,Extinction de l'action publique,Verval van de strafvordering,KUU3-3-8-3,Prescription,Verjaring,,,
KUD3-3-8-3-1,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Extinction de l'action publique - Prescription - Généralités,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Verval van de strafvordering - Verjaring - Algemeen,[KUU3]-[KUU3-3]-[KUU3-3-8]-[KUU3-3-8-3]-[KUU3-3-8-3-1],L5,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-8,Extinction de l'action publique,Verval van de strafvordering,KUU3-3-8-3,Prescription,Verjaring,KUU3-3-8-3-1,Généralités,Algemeen
KUD3-3-8-3-2,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Extinction de l'action publique - Prescription - Délai,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Verval van de strafvordering - Verjaring - Termijn,[KUU3]-[KUU3-3]-[KUU3-3-8]-[KUU3-3-8-3]-[KUU3-3-8-3-2],L5,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-8,Extinction de l'action publique,Verval van de strafvordering,KUU3-3-8-3,Prescription,Verjaring,KUU3-3-8-3-2,Délai,Termijn
KUD3-3-8-3-3,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Extinction de l'action publique - Prescription - Interruption,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Verval van de strafvordering - Verjaring - Stuiting,[KUU3]-[KUU3-3]-[KUU3-3-8]-[KUU3-3-8-3]-[KUU3-3-8-3-3],L5,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-8,Extinction de l'action publique,Verval van de strafvordering,KUU3-3-8-3,Prescription,Verjaring,KUU3-3-8-3-3,Interruption,Stuiting
KUD3-3-8-3-4,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Extinction de l'action publique - Prescription - Suspension,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Verval van de strafvordering - Verjaring - Schorsing,[KUU3]-[KUU3-3]-[KUU3-3-8]-[KUU3-3-8-3]-[KUU3-3-8-3-4],L5,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-8,Extinction de l'action publique,Verval van de strafvordering,KUU3-3-8-3,Prescription,Verjaring,KUU3-3-8-3-4,Suspension,Schorsing
KUD3-3-8-4,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Extinction de l'action publique - Délai raisonnable,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Verval van de strafvordering - Redelijke termijn,[KUU3]-[KUU3-3]-[KUU3-3-8]-[KUU3-3-8-4],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-8,Extinction de l'action publique,Verval van de strafvordering,KUU3-3-8-4,Délai raisonnable,Redelijke termijn,,,
KUD3-3-9,DROIT PENAL - TITRE PRÉLIMINAIRE C. I. cr. - Provocation,STRAFRECHT - VOORAFGAANDE TITEL Sv. - Provocatie,[KUU3]-[KUU3-3]-[KUU3-3-9],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-3,TITRE PRÉLIMINAIRE C. I. cr.,VOORAFGAANDE TITEL Sv.,KUU3-3-9,Provocation,Provocatie,,,,,,
KUD3-4,DROIT PENAL - INFORMATION - INSTRUCTION,STRAFRECHT - OPSPORING - ONDERZOEK,[KUU3]-[KUU3-4],L2,KUU3,DROIT PENAL,STRAFRECHT,KUU3-4,INFORMATION - INSTRUCTION,OPSPORING - ONDERZOEK,,,,,,,,,
KUD3-4-1,DROIT PENAL - INFORMATION - INSTRUCTION - Généralités (information - instruction),STRAFRECHT - OPSPORING - ONDERZOEK - Algemeen (opsporing - onderzoek),[KUU3]-[KUU3-4]-[KUU3-4-1],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-4,INFORMATION - INSTRUCTION,OPSPORING - ONDERZOEK,KUU3-4-1,Généralités (information - instruction),Algemeen (opsporing - onderzoek),,,,,,
KUD3-4-2,DROIT PENAL - INFORMATION - INSTRUCTION - Officiers de police judiciaire,STRAFRECHT - OPSPORING - ONDERZOEK - Officieren gerechtelijke politie,[KUU3]-[KUU3-4]-[KUU3-4-2],L3,KUU3,DROIT PENAL,STRAFRECHT,KUU3-4,INFORMATION - INSTRUCTION,OPSPORING - ONDERZOEK,KUU3-4-2,Officiers de police judiciaire,Officieren gerechtelijke politie,,,,,,
KUD3-4-2-1,DROIT PENAL - INFORMATION - INSTRUCTION - Officiers de police judiciaire - Généralités,STRAFRECHT - OPSPORING - ONDERZOEK - Officieren gerechtelijke politie - Algemeen,[KUU3]-[KUU3-4]-[KUU3-4-2]-[KUU3-4-2-1],L4,KUU3,DROIT PENAL,STRAFRECHT,KUU3-4,INFORMATION - INSTRUCTION,OPSPORING - ONDERZOEK,KUU3-4-2,Officiers de police judiciaire,Officieren gerechtelijke politie,KUU3-4-2-1,Généralités,Algemeen,,,
